right_key	vertex	rem0	rem1	twin0	twin1	guess	domain_mask	matched
94162	2	6	4	5	12	3	3980	1
94180	2	6	4	7	2	8	7976	1
94181	2	6	4	7	3	8	7972	1
94183	2	6	4	7	5	11	7948	1
94185	2	6	4	7	7	8	7980	1
94186	2	6	4	7	8	11	7724	1
94187	2	6	4	7	9	11	7468	1
94188	2	6	4	7	10	2	6956	1
94189	2	6	4	7	11	8	5932	1
94190	2	6	4	7	12	2	3884	1
94194	2	6	4	8	2	11	7848	1
94195	2	6	4	8	3	2	7844	1
94197	2	6	4	8	5	11	7820	1
94199	2	6	4	8	7	3	7724	1
94200	2	6	4	8	8	11	7852	1
94201	2	6	4	8	9	2	7340	1
94202	2	6	4	8	10	11	6828	1
94203	2	6	4	8	11	2	5804	1
94204	2	6	4	8	12	3	3756	1
94208	2	6	4	9	2	11	7592	1
94209	2	6	4	9	3	10	7588	1
94211	2	6	4	9	5	10	7564	1
94213	2	6	4	9	7	10	7468	1
94214	2	6	4	9	8	11	7340	1
94215	2	6	4	9	9	11	7596	1
94216	2	6	4	9	10	11	6572	1
94217	2	6	4	9	11	2	5548	1
94218	2	6	4	9	12	10	3500	1
94222	2	6	4	10	2	8	7080	1
94223	2	6	4	10	3	8	7076	1
94225	2	6	4	10	5	2	7052	1
94227	2	6	4	10	7	11	6956	1
94228	2	6	4	10	8	2	6828	1
94229	2	6	4	10	9	11	6572	1
94230	2	6	4	10	10	11	7084	1
94231	2	6	4	10	11	8	5036	1
94232	2	6	4	10	12	2	2988	1
94236	2	6	4	11	2	5	6056	1
94237	2	6	4	11	3	10	6052	1
94239	2	6	4	11	5	2	6028	1
94241	2	6	4	11	7	5	5932	1
94242	2	6	4	11	8	2	5804	1
94243	2	6	4	11	9	5	5548	1
94244	2	6	4	11	10	5	5036	1
94245	2	6	4	11	11	2	6060	1
94246	2	6	4	11	12	2	1964	1
94250	2	6	4	12	2	11	4008	1
94251	2	6	4	12	3	9	4004	1
94253	2	6	4	12	5	8	3980	1
94255	2	6	4	12	7	8	3884	1
94256	2	6	4	12	8	9	3756	1
94257	2	6	4	12	9	10	3500	1
94258	2	6	4	12	10	8	2988	1
94259	2	6	4	12	11	8	1964	1
94260	2	6	4	12	12	10	4012	1
94306	2	6	5	2	2	12	8088	1
94307	2	6	5	2	3	11	8080	1
94308	2	6	5	2	4	11	8072	1
94311	2	6	5	2	7	11	7960	1
94312	2	6	5	2	8	11	7832	1
94313	2	6	5	2	9	7	7576	1
94314	2	6	5	2	10	11	7064	1
94315	2	6	5	2	11	3	6040	1
94316	2	6	5	2	12	7	3992	1
94320	2	6	5	3	2	4	8080	1
94321	2	6	5	3	3	12	8084	1
94322	2	6	5	3	4	10	8068	1
94325	2	6	5	3	7	11	7956	1
94326	2	6	5	3	8	11	7828	1
94327	2	6	5	3	9	11	7572	1
94328	2	6	5	3	10	11	7060	1
94329	2	6	5	3	11	2	6036	1
94330	2	6	5	3	12	10	3988	1
94334	2	6	5	4	2	3	8072	1
94335	2	6	5	4	3	10	8068	1
94336	2	6	5	4	4	10	8076	1
94339	2	6	5	4	7	11	7948	1
94340	2	6	5	4	8	11	7820	1
94341	2	6	5	4	9	11	7564	1
94342	2	6	5	4	10	3	7052	1
94343	2	6	5	4	11	2	6028	1
94344	2	6	5	4	12	10	3980	1
94376	2	6	5	7	2	3	7960	1
94377	2	6	5	7	3	10	7956	1
94378	2	6	5	7	4	10	7948	1
94381	2	6	5	7	7	2	7964	1
94382	2	6	5	7	8	3	7708	1
94383	2	6	5	7	9	2	7452	1
94384	2	6	5	7	10	3	6940	1
94385	2	6	5	7	11	2	5916	1
94386	2	6	5	7	12	10	3868	1
94390	2	6	5	8	2	3	7832	1
94391	2	6	5	8	3	2	7828	1
94392	2	6	5	8	4	11	7820	1
94395	2	6	5	8	7	11	7708	1
94396	2	6	5	8	8	11	7836	1
94397	2	6	5	8	9	11	7324	1
94398	2	6	5	8	10	11	6812	1
94399	2	6	5	8	11	2	5788	1
94400	2	6	5	8	12	9	3740	1
94404	2	6	5	9	2	3	7576	1
94405	2	6	5	9	3	11	7572	1
94406	2	6	5	9	4	2	7564	1
94409	2	6	5	9	7	11	7452	1
94410	2	6	5	9	8	3	7324	1
94411	2	6	5	9	9	12	7580	1
94412	2	6	5	9	10	3	6556	1
94413	2	6	5	9	11	2	5532	1
94414	2	6	5	9	12	11	3484	1
94418	2	6	5	10	2	3	7064	1
94419	2	6	5	10	3	2	7060	1
94420	2	6	5	10	4	2	7052	1
94423	2	6	5	10	7	2	6940	1
94424	2	6	5	10	8	3	6812	1
94425	2	6	5	10	9	2	6556	1
94426	2	6	5	10	10	2	7068	1
94427	2	6	5	10	11	2	5020	1
94428	2	6	5	10	12	9	2972	1
94432	2	6	5	11	2	3	6040	1
94433	2	6	5	11	3	2	6036	1
94434	2	6	5	11	4	2	6028	1
94437	2	6	5	11	7	2	5916	1
94438	2	6	5	11	8	3	5788	1
94439	2	6	5	11	9	2	5532	1
94440	2	6	5	11	10	2	5020	1
94441	2	6	5	11	11	2	6044	1
94442	2	6	5	11	12	10	1948	1
94446	2	6	5	12	2	4	3992	1
94447	2	6	5	12	3	11	3988	1
94448	2	6	5	12	4	10	3980	1
94451	2	6	5	12	7	11	3868	1
94452	2	6	5	12	8	11	3740	1
94453	2	6	5	12	9	4	3484	1
94454	2	6	5	12	10	4	2972	1
94455	2	6	5	12	11	7	1948	1
94456	2	6	5	12	12	11	3996	1
94698	2	6	7	2	2	12	7992	1
94699	2	6	7	2	3	5	7984	1
94700	2	6	7	2	4	10	7976	1
94701	2	6	7	2	5	3	7960	1
94704	2	6	7	2	8	3	7736	1
94705	2	6	7	2	9	5	7480	1
94706	2	6	7	2	10	5	6968	1
94707	2	6	7	2	11	5	5944	1
94708	2	6	7	2	12	5	3896	1
94712	2	6	7	3	2	8	7984	1
94713	2	6	7	3	3	8	7988	1
94714	2	6	7	3	4	8	7972	1
94715	2	6	7	3	5	4	7956	1
94718	2	6	7	3	8	11	7732	1
94719	2	6	7	3	9	11	7476	1
94720	2	6	7	3	10	8	6964	1
94721	2	6	7	3	11	5	5940	1
94722	2	6	7	3	12	8	3892	1
94726	2	6	7	4	2	11	7976	1
94727	2	6	7	4	3	10	7972	1
94728	2	6	7	4	4	10	7980	1
94729	2	6	7	4	5	10	7948	1
94732	2	6	7	4	8	11	7724	1
94733	2	6	7	4	9	10	7468	1
94734	2	6	7	4	10	2	6956	1
94735	2	6	7	4	11	5	5932	1
94736	2	6	7	4	12	10	3884	1
94740	2	6	7	5	2	11	7960	1
94741	2	6	7	5	3	10	7956	1
94742	2	6	7	5	4	10	7948	1
94743	2	6	7	5	5	10	7964	1
94746	2	6	7	5	8	11	7708	1
94747	2	6	7	5	9	10	7452	1
94748	2	6	7	5	10	2	6940	1
94749	2	6	7	5	11	3	5916	1
94750	2	6	7	5	12	8	3868	1
94782	2	6	7	8	2	11	7736	1
94783	2	6	7	8	3	11	7732	1
94784	2	6	7	8	4	11	7724	1
94785	2	6	7	8	5	3	7708	1
94788	2	6	7	8	8	11	7740	1
94789	2	6	7	8	9	2	7228	1
94790	2	6	7	8	10	2	6716	1
94791	2	6	7	8	11	5	5692	1
94792	2	6	7	8	12	11	3644	1
94796	2	6	7	9	2	11	7480	1
94797	2	6	7	9	3	2	7476	1
94798	2	6	7	9	4	11	7468	1
94799	2	6	7	9	5	3	7452	1
94802	2	6	7	9	8	11	7228	1
94803	2	6	7	9	9	2	7484	1
94804	2	6	7	9	10	12	6460	1
94805	2	6	7	9	11	5	5436	1
94806	2	6	7	9	12	11	3388	1
94810	2	6	7	10	2	8	6968	1
94811	2	6	7	10	3	8	6964	1
94812	2	6	7	10	4	2	6956	1
94813	2	6	7	10	5	3	6940	1
94816	2	6	7	10	8	2	6716	1
94817	2	6	7	10	9	8	6460	1
94818	2	6	7	10	10	8	6972	1
94819	2	6	7	10	11	5	4924	1
94820	2	6	7	10	12	8	2876	1
94824	2	6	7	11	2	8	5944	1
94825	2	6	7	11	3	8	5940	1
94826	2	6	7	11	4	8	5932	1
94827	2	6	7	11	5	3	5916	1
94830	2	6	7	11	8	2	5692	1
94831	2	6	7	11	9	2	5436	1
94832	2	6	7	11	10	8	4924	1
94833	2	6	7	11	11	3	5948	1
94834	2	6	7	11	12	8	1852	1
94838	2	6	7	12	2	8	3896	1
94839	2	6	7	12	3	10	3892	1
94840	2	6	7	12	4	10	3884	1
94841	2	6	7	12	5	10	3868	1
94844	2	6	7	12	8	2	3644	1
94845	2	6	7	12	9	10	3388	1
94846	2	6	7	12	10	8	2876	1
94847	2	6	7	12	11	5	1852	1
94848	2	6	7	12	12	10	3900	1
94894	2	6	8	2	2	11	7864	1
94895	2	6	8	2	3	11	7856	1
94896	2	6	8	2	4	5	7848	1
94897	2	6	8	2	5	11	7832	1
94899	2	6	8	2	7	11	7736	1
94901	2	6	8	2	9	11	7352	1
94902	2	6	8	2	10	11	6840	1
94903	2	6	8	2	11	5	5816	1
94904	2	6	8	2	12	11	3768	1
94908	2	6	8	3	2	11	7856	1
94909	2	6	8	3	3	11	7860	1
94910	2	6	8	3	4	2	7844	1
94911	2	6	8	3	5	11	7828	1
94913	2	6	8	3	7	11	7732	1
94915	2	6	8	3	9	11	7348	1
94916	2	6	8	3	10	7	6836	1
94917	2	6	8	3	11	7	5812	1
94918	2	6	8	3	12	7	3764	1
94922	2	6	8	4	2	11	7848	1
94923	2	6	8	4	3	11	7844	1
94924	2	6	8	4	4	2	7852	1
94925	2	6	8	4	5	11	7820	1
94927	2	6	8	4	7	11	7724	1
94929	2	6	8	4	9	11	7340	1
94930	2	6	8	4	10	11	6828	1
94931	2	6	8	4	11	2	5804	1
94932	2	6	8	4	12	9	3756	1
94936	2	6	8	5	2	3	7832	1
94937	2	6	8	5	3	11	7828	1
94938	2	6	8	5	4	2	7820	1
94939	2	6	8	5	5	11	7836	1
94941	2	6	8	5	7	11	7708	1
94943	2	6	8	5	9	11	7324	1
94944	2	6	8	5	10	2	6812	1
94945	2	6	8	5	11	2	5788	1
94946	2	6	8	5	12	10	3740	1
94964	2	6	8	7	2	5	7736	1
94965	2	6	8	7	3	2	7732	1
94966	2	6	8	7	4	2	7724	1
94967	2	6	8	7	5	4	7708	1
94969	2	6	8	7	7	5	7740	1
94971	2	6	8	7	9	5	7228	1
94972	2	6	8	7	10	5	6716	1
94973	2	6	8	7	11	2	5692	1
94974	2	6	8	7	12	9	3644	1
94992	2	6	8	9	2	11	7352	1
94993	2	6	8	9	3	11	7348	1
94994	2	6	8	9	4	3	7340	1
94995	2	6	8	9	5	11	7324	1
94997	2	6	8	9	7	3	7228	1
94999	2	6	8	9	9	11	7356	1
95000	2	6	8	9	10	11	6332	1
95001	2	6	8	9	11	3	5308	1
95002	2	6	8	9	12	11	3260	1
95006	2	6	8	10	2	12	6840	1
95007	2	6	8	10	3	11	6836	1
95008	2	6	8	10	4	5	6828	1
95009	2	6	8	10	5	11	6812	1
95011	2	6	8	10	7	11	6716	1
95013	2	6	8	10	9	7	6332	1
95014	2	6	8	10	10	11	6844	1
95015	2	6	8	10	11	9	4796	1
95016	2	6	8	10	12	9	2748	1
95020	2	6	8	11	2	5	5816	1
95021	2	6	8	11	3	7	5812	1
95022	2	6	8	11	4	2	5804	1
95023	2	6	8	11	5	2	5788	1
95025	2	6	8	11	7	2	5692	1
95027	2	6	8	11	9	7	5308	1
95028	2	6	8	11	10	2	4796	1
95029	2	6	8	11	11	7	5820	1
95030	2	6	8	11	12	7	1724	1
95034	2	6	8	12	2	9	3768	1
95035	2	6	8	12	3	7	3764	1
95036	2	6	8	12	4	2	3756	1
95037	2	6	8	12	5	9	3740	1
95039	2	6	8	12	7	9	3644	1
95041	2	6	8	12	9	7	3260	1
95042	2	6	8	12	10	9	2748	1
95043	2	6	8	12	11	9	1724	1
95044	2	6	8	12	12	9	3772	1
95090	2	6	9	2	2	11	7608	1
95091	2	6	9	2	3	11	7600	1
95092	2	6	9	2	4	11	7592	1
95093	2	6	9	2	5	3	7576	1
95095	2	6	9	2	7	11	7480	1
95096	2	6	9	2	8	11	7352	1
95098	2	6	9	2	10	5	6584	1
95099	2	6	9	2	11	7	5560	1
95100	2	6	9	2	12	11	3512	1
95104	2	6	9	3	2	4	7600	1
95105	2	6	9	3	3	2	7604	1
95106	2	6	9	3	4	10	7588	1
95107	2	6	9	3	5	2	7572	1
95109	2	6	9	3	7	10	7476	1
95110	2	6	9	3	8	2	7348	1
95112	2	6	9	3	10	2	6580	1
95113	2	6	9	3	11	5	5556	1
95114	2	6	9	3	12	10	3508	1
95118	2	6	9	4	2	7	7592	1
95119	2	6	9	4	3	11	7588	1
95120	2	6	9	4	4	11	7596	1
95121	2	6	9	4	5	2	7564	1
95123	2	6	9	4	7	2	7468	1
95124	2	6	9	4	8	11	7340	1
95126	2	6	9	4	10	2	6572	1
95127	2	6	9	4	11	8	5548	1
95128	2	6	9	4	12	11	3500	1
95132	2	6	9	5	2	11	7576	1
95133	2	6	9	5	3	11	7572	1
95134	2	6	9	5	4	11	7564	1
95135	2	6	9	5	5	3	7580	1
95137	2	6	9	5	7	11	7452	1
95138	2	6	9	5	8	11	7324	1
95140	2	6	9	5	10	4	6556	1
95141	2	6	9	5	11	3	5532	1
95142	2	6	9	5	12	11	3484	1
95160	2	6	9	7	2	11	7480	1
95161	2	6	9	7	3	2	7476	1
95162	2	6	9	7	4	12	7468	1
95163	2	6	9	7	5	2	7452	1
95165	2	6	9	7	7	12	7484	1
95166	2	6	9	7	8	11	7228	1
95168	2	6	9	7	10	2	6460	1
95169	2	6	9	7	11	5	5436	1
95170	2	6	9	7	12	10	3388	1
95174	2	6	9	8	2	11	7352	1
95175	2	6	9	8	3	2	7348	1
95176	2	6	9	8	4	11	7340	1
95177	2	6	9	8	5	2	7324	1
95179	2	6	9	8	7	11	7228	1
95180	2	6	9	8	8	12	7356	1
95182	2	6	9	8	10	5	6332	1
95183	2	6	9	8	11	5	5308	1
95184	2	6	9	8	12	11	3260	1
95202	2	6	9	10	2	11	6584	1
95203	2	6	9	10	3	11	6580	1
95204	2	6	9	10	4	11	6572	1
95205	2	6	9	10	5	2	6556	1
95207	2	6	9	10	7	11	6460	1
95208	2	6	9	10	8	12	6332	1
95210	2	6	9	10	10	2	6588	1
95211	2	6	9	10	11	3	4540	1
95212	2	6	9	10	12	11	2492	1
95216	2	6	9	11	2	3	5560	1
95217	2	6	9	11	3	2	5556	1
95218	2	6	9	11	4	2	5548	1
95219	2	6	9	11	5	10	5532	1
95221	2	6	9	11	7	2	5436	1
95222	2	6	9	11	8	2	5308	1
95224	2	6	9	11	10	2	4540	1
95225	2	6	9	11	11	5	5564	1
95226	2	6	9	11	12	2	1468	1
95230	2	6	9	12	2	11	3512	1
95231	2	6	9	12	3	2	3508	1
95232	2	6	9	12	4	10	3500	1
95233	2	6	9	12	5	2	3484	1
95235	2	6	9	12	7	10	3388	1
95236	2	6	9	12	8	7	3260	1
95238	2	6	9	12	10	2	2492	1
95239	2	6	9	12	11	5	1468	1
95240	2	6	9	12	12	10	3516	1
95286	2	6	10	2	2	11	7096	1
95287	2	6	10	2	3	8	7088	1
95288	2	6	10	2	4	8	7080	1
95289	2	6	10	2	5	11	7064	1
95291	2	6	10	2	7	8	6968	1
95292	2	6	10	2	8	11	6840	1
95293	2	6	10	2	9	11	6584	1
95295	2	6	10	2	11	5	5048	1
95296	2	6	10	2	12	8	3000	1
95300	2	6	10	3	2	5	7088	1
95301	2	6	10	3	3	8	7092	1
95302	2	6	10	3	4	7	7076	1
95303	2	6	10	3	5	2	7060	1
95305	2	6	10	3	7	8	6964	1
95306	2	6	10	3	8	2	6836	1
95307	2	6	10	3	9	7	6580	1
95309	2	6	10	3	11	7	5044	1
95310	2	6	10	3	12	8	2996	1
95314	2	6	10	4	2	11	7080	1
95315	2	6	10	4	3	8	7076	1
95316	2	6	10	4	4	7	7084	1
95317	2	6	10	4	5	9	7052	1
95319	2	6	10	4	7	8	6956	1
95320	2	6	10	4	8	9	6828	1
95321	2	6	10	4	9	11	6572	1
95323	2	6	10	4	11	2	5036	1
95324	2	6	10	4	12	9	2988	1
95328	2	6	10	5	2	12	7064	1
95329	2	6	10	5	3	4	7060	1
95330	2	6	10	5	4	11	7052	1
95331	2	6	10	5	5	9	7068	1
95333	2	6	10	5	7	3	6940	1
95334	2	6	10	5	8	11	6812	1
95335	2	6	10	5	9	11	6556	1
95337	2	6	10	5	11	3	5020	1
95338	2	6	10	5	12	11	2972	1
95356	2	6	10	7	2	11	6968	1
95357	2	6	10	7	3	2	6964	1
95358	2	6	10	7	4	11	6956	1
95359	2	6	10	7	5	2	6940	1
95361	2	6	10	7	7	12	6972	1
95362	2	6	10	7	8	2	6716	1
95363	2	6	10	7	9	11	6460	1
95365	2	6	10	7	11	5	4924	1
95366	2	6	10	7	12	9	2876	1
95370	2	6	10	8	2	11	6840	1
95371	2	6	10	8	3	2	6836	1
95372	2	6	10	8	4	11	6828	1
95373	2	6	10	8	5	11	6812	1
95375	2	6	10	8	7	3	6716	1
95376	2	6	10	8	8	11	6844	1
95377	2	6	10	8	9	7	6332	1
95379	2	6	10	8	11	7	4796	1
95380	2	6	10	8	12	11	2748	1
95384	2	6	10	9	2	5	6584	1
95385	2	6	10	9	3	2	6580	1
95386	2	6	10	9	4	5	6572	1
95387	2	6	10	9	5	2	6556	1
95389	2	6	10	9	7	3	6460	1
95390	2	6	10	9	8	2	6332	1
95391	2	6	10	9	9	7	6588	1
95393	2	6	10	9	11	2	4540	1
95394	2	6	10	9	12	4	2492	1
95412	2	6	10	11	2	5	5048	1
95413	2	6	10	11	3	8	5044	1
95414	2	6	10	11	4	5	5036	1
95415	2	6	10	11	5	3	5020	1
95417	2	6	10	11	7	8	4924	1
95418	2	6	10	11	8	5	4796	1
95419	2	6	10	11	9	3	4540	1
95421	2	6	10	11	11	5	5052	1
95422	2	6	10	11	12	8	956	1
95426	2	6	10	12	2	9	3000	1
95427	2	6	10	12	3	2	2996	1
95428	2	6	10	12	4	9	2988	1
95429	2	6	10	12	5	11	2972	1
95431	2	6	10	12	7	3	2876	1
95432	2	6	10	12	8	11	2748	1
95433	2	6	10	12	9	7	2492	1
95435	2	6	10	12	11	2	956	1
95436	2	6	10	12	12	9	3004	1
95482	2	6	11	2	2	8	6072	1
95483	2	6	11	2	3	5	6064	1
95484	2	6	11	2	4	8	6056	1
95485	2	6	11	2	5	3	6040	1
95487	2	6	11	2	7	5	5944	1
95488	2	6	11	2	8	5	5816	1
95489	2	6	11	2	9	7	5560	1
95490	2	6	11	2	10	7	5048	1
95492	2	6	11	2	12	8	1976	1
95496	2	6	11	3	2	10	6064	1
95497	2	6	11	3	3	2	6068	1
95498	2	6	11	3	4	10	6052	1
95499	2	6	11	3	5	2	6036	1
95501	2	6	11	3	7	2	5940	1
95502	2	6	11	3	8	9	5812	1
95503	2	6	11	3	9	10	5556	1
95504	2	6	11	3	10	7	5044	1
95506	2	6	11	3	12	8	1972	1
95510	2	6	11	4	2	10	6056	1
95511	2	6	11	4	3	2	6052	1
95512	2	6	11	4	4	2	6060	1
95513	2	6	11	4	5	2	6028	1
95515	2	6	11	4	7	2	5932	1
95516	2	6	11	4	8	2	5804	1
95517	2	6	11	4	9	10	5548	1
95518	2	6	11	4	10	5	5036	1
95520	2	6	11	4	12	8	1964	1
95524	2	6	11	5	2	4	6040	1
95525	2	6	11	5	3	2	6036	1
95526	2	6	11	5	4	10	6028	1
95527	2	6	11	5	5	2	6044	1
95529	2	6	11	5	7	2	5916	1
95530	2	6	11	5	8	2	5788	1
95531	2	6	11	5	9	4	5532	1
95532	2	6	11	5	10	12	5020	1
95534	2	6	11	5	12	2	1948	1
95552	2	6	11	7	2	3	5944	1
95553	2	6	11	7	3	5	5940	1
95554	2	6	11	7	4	3	5932	1
95555	2	6	11	7	5	3	5916	1
95557	2	6	11	7	7	5	5948	1
95558	2	6	11	7	8	5	5692	1
95559	2	6	11	7	9	5	5436	1
95560	2	6	11	7	10	5	4924	1
95562	2	6	11	7	12	5	1852	1
95566	2	6	11	8	2	10	5816	1
95567	2	6	11	8	3	9	5812	1
95568	2	6	11	8	4	2	5804	1
95569	2	6	11	8	5	10	5788	1
95571	2	6	11	8	7	2	5692	1
95572	2	6	11	8	8	7	5820	1
95573	2	6	11	8	9	2	5308	1
95574	2	6	11	8	10	5	4796	1
95576	2	6	11	8	12	9	1724	1
95580	2	6	11	9	2	3	5560	1
95581	2	6	11	9	3	2	5556	1
95582	2	6	11	9	4	2	5548	1
95583	2	6	11	9	5	2	5532	1
95585	2	6	11	9	7	2	5436	1
95586	2	6	11	9	8	2	5308	1
95587	2	6	11	9	9	2	5564	1
95588	2	6	11	9	10	5	4540	1
95590	2	6	11	9	12	2	1468	1
95594	2	6	11	10	2	7	5048	1
95595	2	6	11	10	3	2	5044	1
95596	2	6	11	10	4	2	5036	1
95597	2	6	11	10	5	2	5020	1
95599	2	6	11	10	7	4	4924	1
95600	2	6	11	10	8	2	4796	1
95601	2	6	11	10	9	5	4540	1
95602	2	6	11	10	10	9	5052	1
95604	2	6	11	10	12	9	956	1
95622	2	6	11	12	2	10	1976	1
95623	2	6	11	12	3	9	1972	1
95624	2	6	11	12	4	10	1964	1
95625	2	6	11	12	5	3	1948	1
95627	2	6	11	12	7	2	1852	1
95628	2	6	11	12	8	2	1724	1
95629	2	6	11	12	9	2	1468	1
95630	2	6	11	12	10	3	956	1
95632	2	6	11	12	12	3	1980	1
95678	2	6	12	2	2	3	4024	1
95679	2	6	12	2	3	4	4016	1
95680	2	6	12	2	4	3	4008	1
95681	2	6	12	2	5	4	3992	1
95683	2	6	12	2	7	3	3896	1
95684	2	6	12	2	8	5	3768	1
95685	2	6	12	2	9	3	3512	1
95686	2	6	12	2	10	3	3000	1
95687	2	6	12	2	11	3	1976	1
95692	2	6	12	3	2	8	4016	1
95693	2	6	12	3	3	9	4020	1
95694	2	6	12	3	4	8	4004	1
95695	2	6	12	3	5	10	3988	1
95697	2	6	12	3	7	8	3892	1
95698	2	6	12	3	8	7	3764	1
95699	2	6	12	3	9	2	3508	1
95700	2	6	12	3	10	11	2996	1
95701	2	6	12	3	11	7	1972	1
95706	2	6	12	4	2	9	4008	1
95707	2	6	12	4	3	10	4004	1
95708	2	6	12	4	4	10	4012	1
95709	2	6	12	4	5	8	3980	1
95711	2	6	12	4	7	8	3884	1
95712	2	6	12	4	8	7	3756	1
95713	2	6	12	4	9	7	3500	1
95714	2	6	12	4	10	11	2988	1
95715	2	6	12	4	11	7	1964	1
95720	2	6	12	5	2	7	3992	1
95721	2	6	12	5	3	7	3988	1
95722	2	6	12	5	4	8	3980	1
95723	2	6	12	5	5	11	3996	1
95725	2	6	12	5	7	2	3868	1
95726	2	6	12	5	8	7	3740	1
95727	2	6	12	5	9	2	3484	1
95728	2	6	12	5	10	2	2972	1
95729	2	6	12	5	11	2	1948	1
95748	2	6	12	7	2	8	3896	1
95749	2	6	12	7	3	8	3892	1
95750	2	6	12	7	4	8	3884	1
95751	2	6	12	7	5	11	3868	1
95753	2	6	12	7	7	8	3900	1
95754	2	6	12	7	8	11	3644	1
95755	2	6	12	7	9	2	3388	1
95756	2	6	12	7	10	2	2876	1
95757	2	6	12	7	11	2	1852	1
95762	2	6	12	8	2	7	3768	1
95763	2	6	12	8	3	9	3764	1
95764	2	6	12	8	4	7	3756	1
95765	2	6	12	8	5	11	3740	1
95767	2	6	12	8	7	2	3644	1
95768	2	6	12	8	8	9	3772	1
95769	2	6	12	8	9	7	3260	1
95770	2	6	12	8	10	11	2748	1
95771	2	6	12	8	11	7	1724	1
95776	2	6	12	9	2	10	3512	1
95777	2	6	12	9	3	7	3508	1
95778	2	6	12	9	4	10	3500	1
95779	2	6	12	9	5	2	3484	1
95781	2	6	12	9	7	2	3388	1
95782	2	6	12	9	8	7	3260	1
95783	2	6	12	9	9	2	3516	1
95784	2	6	12	9	10	2	2492	1
95785	2	6	12	9	11	2	1468	1
95790	2	6	12	10	2	8	3000	1
95791	2	6	12	10	3	11	2996	1
95792	2	6	12	10	4	8	2988	1
95793	2	6	12	10	5	11	2972	1
95795	2	6	12	10	7	8	2876	1
95796	2	6	12	10	8	11	2748	1
95797	2	6	12	10	9	5	2492	1
95798	2	6	12	10	10	11	3004	1
95799	2	6	12	10	11	2	956	1
95804	2	6	12	11	2	7	1976	1
95805	2	6	12	11	3	10	1972	1
95806	2	6	12	11	4	10	1964	1
95807	2	6	12	11	5	2	1948	1
95809	2	6	12	11	7	2	1852	1
95810	2	6	12	11	8	5	1724	1
95811	2	6	12	11	9	2	1468	1
95812	2	6	12	11	10	2	956	1
95813	2	6	12	11	11	2	1980	1
96477	2	7	2	3	3	5	8048	1
96478	2	7	2	3	4	6	8032	1
96479	2	7	2	3	5	4	8016	1
96480	2	7	2	3	6	4	7984	1
96482	2	7	2	3	8	5	7792	1
96483	2	7	2	3	9	5	7536	1
96484	2	7	2	3	10	5	7024	1
96485	2	7	2	3	11	5	6000	1
96486	2	7	2	3	12	5	3952	1
96491	2	7	2	4	3	8	8032	1
96492	2	7	2	4	4	6	8040	1
96493	2	7	2	4	5	8	8008	1
96494	2	7	2	4	6	8	7976	1
96496	2	7	2	4	8	5	7784	1
96497	2	7	2	4	9	8	7528	1
96498	2	7	2	4	10	5	7016	1
96499	2	7	2	4	11	8	5992	1
96500	2	7	2	4	12	8	3944	1
96505	2	7	2	5	3	11	8016	1
96506	2	7	2	5	4	8	8008	1
96507	2	7	2	5	5	8	8024	1
96508	2	7	2	5	6	11	7960	1
96510	2	7	2	5	8	3	7768	1
96511	2	7	2	5	9	11	7512	1
96512	2	7	2	5	10	6	7000	1
96513	2	7	2	5	11	8	5976	1
96514	2	7	2	5	12	8	3928	1
96519	2	7	2	6	3	8	7984	1
96520	2	7	2	6	4	8	7976	1
96521	2	7	2	6	5	3	7960	1
96522	2	7	2	6	6	8	7992	1
96524	2	7	2	6	8	11	7736	1
96525	2	7	2	6	9	11	7480	1
96526	2	7	2	6	10	11	6968	1
96527	2	7	2	6	11	5	5944	1
96528	2	7	2	6	12	8	3896	1
96547	2	7	2	8	3	6	7792	1
96548	2	7	2	8	4	3	7784	1
96549	2	7	2	8	5	3	7768	1
96550	2	7	2	8	6	3	7736	1
96552	2	7	2	8	8	3	7800	1
96553	2	7	2	8	9	3	7288	1
96554	2	7	2	8	10	4	6776	1
96555	2	7	2	8	11	3	5752	1
96556	2	7	2	8	12	3	3704	1
96561	2	7	2	9	3	11	7536	1
96562	2	7	2	9	4	8	7528	1
96563	2	7	2	9	5	8	7512	1
96564	2	7	2	9	6	11	7480	1
96566	2	7	2	9	8	11	7288	1
96567	2	7	2	9	9	11	7544	1
96568	2	7	2	9	10	11	6520	1
96569	2	7	2	9	11	8	5496	1
96570	2	7	2	9	12	8	3448	1
96575	2	7	2	10	3	8	7024	1
96576	2	7	2	10	4	8	7016	1
96577	2	7	2	10	5	8	7000	1
96578	2	7	2	10	6	8	6968	1
96580	2	7	2	10	8	11	6776	1
96581	2	7	2	10	9	11	6520	1
96582	2	7	2	10	10	12	7032	1
96583	2	7	2	10	11	8	4984	1
96584	2	7	2	10	12	8	2936	1
96589	2	7	2	11	3	8	6000	1
96590	2	7	2	11	4	8	5992	1
96591	2	7	2	11	5	3	5976	1
96592	2	7	2	11	6	8	5944	1
96594	2	7	2	11	8	5	5752	1
96595	2	7	2	11	9	10	5496	1
96596	2	7	2	11	10	5	4984	1
96597	2	7	2	11	11	5	6008	1
96598	2	7	2	11	12	8	1912	1
96603	2	7	2	12	3	9	3952	1
96604	2	7	2	12	4	8	3944	1
96605	2	7	2	12	5	8	3928	1
96606	2	7	2	12	6	8	3896	1
