right_key	vertex	rem0	rem1	twin0	twin1	guess	domain_mask	matched
46315	1	2	12	4	3	7	4064	1
46316	1	2	12	4	4	6	4072	1
46317	1	2	12	4	5	9	4040	1
46318	1	2	12	4	6	3	4008	1
46319	1	2	12	4	7	3	3944	1
46320	1	2	12	4	8	6	3816	1
46321	1	2	12	4	9	5	3560	1
46322	1	2	12	4	10	7	3048	1
46323	1	2	12	4	11	3	2024	1
46329	1	2	12	5	3	4	4048	1
46330	1	2	12	5	4	6	4040	1
46331	1	2	12	5	5	6	4056	1
46332	1	2	12	5	6	4	3992	1
46333	1	2	12	5	7	4	3928	1
46334	1	2	12	5	8	6	3800	1
46335	1	2	12	5	9	4	3544	1
46336	1	2	12	5	10	11	3032	1
46337	1	2	12	5	11	3	2008	1
46343	1	2	12	6	3	5	4016	1
46344	1	2	12	6	4	3	4008	1
46345	1	2	12	6	5	4	3992	1
46346	1	2	12	6	6	4	4024	1
46347	1	2	12	6	7	4	3896	1
46348	1	2	12	6	8	4	3768	1
46349	1	2	12	6	9	4	3512	1
46350	1	2	12	6	10	4	3000	1
46351	1	2	12	6	11	3	1976	1
46357	1	2	12	7	3	6	3952	1
46358	1	2	12	7	4	6	3944	1
46359	1	2	12	7	5	6	3928	1
46360	1	2	12	7	6	3	3896	1
46361	1	2	12	7	7	10	3960	1
46362	1	2	12	7	8	10	3704	1
46363	1	2	12	7	9	5	3448	1
46364	1	2	12	7	10	6	2936	1
46365	1	2	12	7	11	3	1912	1
46371	1	2	12	8	3	6	3824	1
46372	1	2	12	8	4	6	3816	1
46373	1	2	12	8	5	9	3800	1
46374	1	2	12	8	6	10	3768	1
46375	1	2	12	8	7	4	3704	1
46376	1	2	12	8	8	9	3832	1
46377	1	2	12	8	9	4	3320	1
46378	1	2	12	8	10	6	2808	1
46379	1	2	12	8	11	9	1784	1
46385	1	2	12	9	3	6	3568	1
46386	1	2	12	9	4	6	3560	1
46387	1	2	12	9	5	7	3544	1
46388	1	2	12	9	6	4	3512	1
46389	1	2	12	9	7	4	3448	1
46390	1	2	12	9	8	6	3320	1
46391	1	2	12	9	9	7	3576	1
46392	1	2	12	9	10	7	2552	1
46393	1	2	12	9	11	3	1528	1
46399	1	2	12	10	3	5	3056	1
46400	1	2	12	10	4	5	3048	1
46401	1	2	12	10	5	11	3032	1
46402	1	2	12	10	6	4	3000	1
46403	1	2	12	10	7	5	2936	1
46404	1	2	12	10	8	4	2808	1
46405	1	2	12	10	9	4	2552	1
46406	1	2	12	10	10	9	3064	1
46407	1	2	12	10	11	5	1016	1
46413	1	2	12	11	3	8	2032	1
46414	1	2	12	11	4	3	2024	1
46415	1	2	12	11	5	4	2008	1
46416	1	2	12	11	6	4	1976	1
46417	1	2	12	11	7	4	1912	1
46418	1	2	12	11	8	9	1784	1
46419	1	2	12	11	9	4	1528	1
46420	1	2	12	11	10	3	1016	1
46421	1	2	12	11	11	9	2040	1
47100	1	3	2	4	4	6	8160	1
47101	1	3	2	4	5	6	8128	1
47102	1	3	2	4	6	10	8096	1
47103	1	3	2	4	7	6	8032	1
47104	1	3	2	4	8	11	7904	1
47105	1	3	2	4	9	7	7648	1
47106	1	3	2	4	10	7	7136	1
47107	1	3	2	4	11	8	6112	1
47108	1	3	2	4	12	7	4064	1
47114	1	3	2	5	4	6	8128	1
47115	1	3	2	5	5	9	8144	1
47116	1	3	2	5	6	4	8080	1
47117	1	3	2	5	7	6	8016	1
47118	1	3	2	5	8	4	7888	1
47119	1	3	2	5	9	7	7632	1
47120	1	3	2	5	10	6	7120	1
47121	1	3	2	5	11	6	6096	1
47122	1	3	2	5	12	11	4048	1
47128	1	3	2	6	4	5	8096	1
47129	1	3	2	6	5	4	8080	1
47130	1	3	2	6	6	4	8112	1
47131	1	3	2	6	7	4	7984	1
47132	1	3	2	6	8	4	7856	1
47133	1	3	2	6	9	4	7600	1
47134	1	3	2	6	10	4	7088	1
47135	1	3	2	6	11	4	6064	1
47136	1	3	2	6	12	5	4016	1
47142	1	3	2	7	4	6	8032	1
47143	1	3	2	7	5	6	8016	1
47144	1	3	2	7	6	5	7984	1
47145	1	3	2	7	7	9	8048	1
47146	1	3	2	7	8	5	7792	1
47147	1	3	2	7	9	6	7536	1
47148	1	3	2	7	10	6	7024	1
47149	1	3	2	7	11	5	6000	1
47150	1	3	2	7	12	5	3952	1
47156	1	3	2	8	4	5	7904	1
47157	1	3	2	8	5	11	7888	1
47158	1	3	2	8	6	5	7856	1
47159	1	3	2	8	7	12	7792	1
47160	1	3	2	8	8	5	7920	1
47161	1	3	2	8	9	12	7408	1
47162	1	3	2	8	10	12	6896	1
47163	1	3	2	8	11	5	5872	1
47164	1	3	2	8	12	5	3824	1
47170	1	3	2	9	4	12	7648	1
47171	1	3	2	9	5	12	7632	1
47172	1	3	2	9	6	4	7600	1
47173	1	3	2	9	7	6	7536	1
47174	1	3	2	9	8	4	7408	1
47175	1	3	2	9	9	6	7664	1
47176	1	3	2	9	10	6	6640	1
47177	1	3	2	9	11	12	5616	1
47178	1	3	2	9	12	5	3568	1
47184	1	3	2	10	4	6	7136	1
47185	1	3	2	10	5	7	7120	1
47186	1	3	2	10	6	9	7088	1
47187	1	3	2	10	7	6	7024	1
47188	1	3	2	10	8	4	6896	1
47189	1	3	2	10	9	12	6640	1
47190	1	3	2	10	10	7	7152	1
47191	1	3	2	10	11	4	5104	1
47192	1	3	2	10	12	5	3056	1
47198	1	3	2	11	4	5	6112	1
47199	1	3	2	11	5	4	6096	1
47200	1	3	2	11	6	4	6064	1
47201	1	3	2	11	7	4	6000	1
47202	1	3	2	11	8	4	5872	1
47203	1	3	2	11	9	4	5616	1
47204	1	3	2	11	10	7	5104	1
47205	1	3	2	11	11	9	6128	1
47206	1	3	2	11	12	5	2032	1
47212	1	3	2	12	4	7	4064	1
47213	1	3	2	12	5	7	4048	1
47214	1	3	2	12	6	4	4016	1
47215	1	3	2	12	7	4	3952	1
47216	1	3	2	12	8	4	3824	1
47217	1	3	2	12	9	7	3568	1
47218	1	3	2	12	10	7	3056	1
47219	1	3	2	12	11	4	2032	1
47220	1	3	2	12	12	9	4080	1
47462	1	3	4	2	2	5	8160	1
47465	1	3	4	2	5	6	8128	1
47466	1	3	4	2	6	7	8096	1
47467	1	3	4	2	7	6	8032	1
47468	1	3	4	2	8	12	7904	1
47469	1	3	4	2	9	7	7648	1
47470	1	3	4	2	10	6	7136	1
47471	1	3	4	2	11	5	6112	1
47472	1	3	4	2	12	7	4064	1
47504	1	3	4	5	2	11	8128	1
47507	1	3	4	5	5	6	8132	1
47508	1	3	4	5	6	2	8068	1
47509	1	3	4	5	7	12	8004	1
47510	1	3	4	5	8	12	7876	1
47511	1	3	4	5	9	12	7620	1
47512	1	3	4	5	10	12	7108	1
47513	1	3	4	5	11	12	6084	1
47514	1	3	4	5	12	6	4036	1
47518	1	3	4	6	2	5	8096	1
47521	1	3	4	6	5	7	8068	1
47522	1	3	4	6	6	5	8100	1
47523	1	3	4	6	7	2	7972	1
47524	1	3	4	6	8	5	7844	1
47525	1	3	4	6	9	7	7588	1
47526	1	3	4	6	10	5	7076	1
47527	1	3	4	6	11	5	6052	1
47528	1	3	4	6	12	7	4004	1
47532	1	3	4	7	2	5	8032	1
47535	1	3	4	7	5	2	8004	1
47536	1	3	4	7	6	5	7972	1
47537	1	3	4	7	7	2	8036	1
47538	1	3	4	7	8	2	7780	1
47539	1	3	4	7	9	2	7524	1
47540	1	3	4	7	10	2	7012	1
47541	1	3	4	7	11	5	5988	1
47542	1	3	4	7	12	2	3940	1
47546	1	3	4	8	2	5	7904	1
47549	1	3	4	8	5	7	7876	1
47550	1	3	4	8	6	7	7844	1
47551	1	3	4	8	7	12	7780	1
47552	1	3	4	8	8	6	7908	1
47553	1	3	4	8	9	6	7396	1
47554	1	3	4	8	10	6	6884	1
47555	1	3	4	8	11	5	5860	1
47556	1	3	4	8	12	7	3812	1
47560	1	3	4	9	2	12	7648	1
47563	1	3	4	9	5	7	7620	1
47564	1	3	4	9	6	7	7588	1
47565	1	3	4	9	7	11	7524	1
47566	1	3	4	9	8	5	7396	1
47567	1	3	4	9	9	7	7652	1
47568	1	3	4	9	10	5	6628	1
47569	1	3	4	9	11	5	5604	1
47570	1	3	4	9	12	7	3556	1
47574	1	3	4	10	2	5	7136	1
47577	1	3	4	10	5	7	7108	1
47578	1	3	4	10	6	7	7076	1
47579	1	3	4	10	7	2	7012	1
47580	1	3	4	10	8	12	6884	1
47581	1	3	4	10	9	5	6628	1
47582	1	3	4	10	10	5	7140	1
47583	1	3	4	10	11	7	5092	1
47584	1	3	4	10	12	7	3044	1
47588	1	3	4	11	2	8	6112	1
47591	1	3	4	11	5	2	6084	1
47592	1	3	4	11	6	7	6052	1
47593	1	3	4	11	7	2	5988	1
47594	1	3	4	11	8	12	5860	1
47595	1	3	4	11	9	2	5604	1
47596	1	3	4	11	10	2	5092	1
47597	1	3	4	11	11	10	6116	1
47598	1	3	4	11	12	7	2020	1
47602	1	3	4	12	2	7	4064	1
47605	1	3	4	12	5	7	4036	1
47606	1	3	4	12	6	7	4004	1
47607	1	3	4	12	7	6	3940	1
47608	1	3	4	12	8	6	3812	1
47609	1	3	4	12	9	7	3556	1
47610	1	3	4	12	10	6	3044	1
47611	1	3	4	12	11	5	2020	1
47612	1	3	4	12	12	7	4068	1
47658	1	3	5	2	2	9	8144	1
47660	1	3	5	2	4	6	8128	1
47662	1	3	5	2	6	11	8080	1
47663	1	3	5	2	7	6	8016	1
47664	1	3	5	2	8	4	7888	1
47665	1	3	5	2	9	4	7632	1
47666	1	3	5	2	10	6	7120	1
47667	1	3	5	2	11	9	6096	1
47668	1	3	5	2	12	6	4048	1
47686	1	3	5	4	2	11	8128	1
47688	1	3	5	4	4	7	8132	1
47690	1	3	5	4	6	7	8068	1
47691	1	3	5	4	7	2	8004	1
47692	1	3	5	4	8	7	7876	1
47693	1	3	5	4	9	7	7620	1
47694	1	3	5	4	10	2	7108	1
47695	1	3	5	4	11	2	6084	1
47696	1	3	5	4	12	11	4036	1
47714	1	3	5	6	2	4	8080	1
47716	1	3	5	6	4	2	8068	1
47718	1	3	5	6	6	2	8084	1
47719	1	3	5	6	7	4	7956	1
47720	1	3	5	6	8	4	7828	1
47721	1	3	5	6	9	4	7572	1
47722	1	3	5	6	10	12	7060	1
47723	1	3	5	6	11	4	6036	1
47724	1	3	5	6	12	4	3988	1
47728	1	3	5	7	2	4	8016	1
47730	1	3	5	7	4	8	8004	1
47732	1	3	5	7	6	11	7956	1
47733	1	3	5	7	7	6	8020	1
47734	1	3	5	7	8	12	7764	1
47735	1	3	5	7	9	4	7508	1
47736	1	3	5	7	10	4	6996	1
47737	1	3	5	7	11	4	5972	1
47738	1	3	5	7	12	4	3924	1
47742	1	3	5	8	2	6	7888	1
47744	1	3	5	8	4	6	7876	1
47746	1	3	5	8	6	2	7828	1
47747	1	3	5	8	7	6	7764	1
47748	1	3	5	8	8	4	7892	1
47749	1	3	5	8	9	4	7380	1
47750	1	3	5	8	10	6	6868	1
47751	1	3	5	8	11	4	5844	1
47752	1	3	5	8	12	6	3796	1
47756	1	3	5	9	2	7	7632	1
47758	1	3	5	9	4	7	7620	1
47760	1	3	5	9	6	2	7572	1
47761	1	3	5	9	7	6	7508	1
47762	1	3	5	9	8	6	7380	1
47763	1	3	5	9	9	7	7636	1
47764	1	3	5	9	10	6	6612	1
47765	1	3	5	9	11	7	5588	1
47766	1	3	5	9	12	6	3540	1
47770	1	3	5	10	2	6	7120	1
47772	1	3	5	10	4	7	7108	1
47774	1	3	5	10	6	7	7060	1
47775	1	3	5	10	7	6	6996	1
47776	1	3	5	10	8	2	6868	1
47777	1	3	5	10	9	7	6612	1
47778	1	3	5	10	10	9	7124	1
47779	1	3	5	10	11	2	5076	1
47780	1	3	5	10	12	6	3028	1
47784	1	3	5	11	2	10	6096	1
47786	1	3	5	11	4	2	6084	1
47788	1	3	5	11	6	2	6036	1
47789	1	3	5	11	7	4	5972	1
47790	1	3	5	11	8	7	5844	1
47791	1	3	5	11	9	7	5588	1
47792	1	3	5	11	10	2	5076	1
47793	1	3	5	11	11	7	6100	1
47794	1	3	5	11	12	10	2004	1
47798	1	3	5	12	2	6	4048	1
47800	1	3	5	12	4	6	4036	1
47802	1	3	5	12	6	2	3988	1
47803	1	3	5	12	7	6	3924	1
47804	1	3	5	12	8	7	3796	1
47805	1	3	5	12	9	7	3540	1
47806	1	3	5	12	10	7	3028	1
47807	1	3	5	12	11	7	2004	1
47808	1	3	5	12	12	6	4052	1
47854	1	3	6	2	2	11	8112	1
47856	1	3	6	2	4	11	8096	1
47857	1	3	6	2	5	4	8080	1
47859	1	3	6	2	7	4	7984	1
47860	1	3	6	2	8	12	7856	1
47861	1	3	6	2	9	12	7600	1
47862	1	3	6	2	10	12	7088	1
47863	1	3	6	2	11	12	6064	1
47864	1	3	6	2	12	4	4016	1
47882	1	3	6	4	2	5	8096	1
47884	1	3	6	4	4	5	8100	1
47885	1	3	6	4	5	12	8068	1
47887	1	3	6	4	7	5	7972	1
47888	1	3	6	4	8	5	7844	1
47889	1	3	6	4	9	12	7588	1
47890	1	3	6	4	10	12	7076	1
47891	1	3	6	4	11	5	6052	1
47892	1	3	6	4	12	2	4004	1
47896	1	3	6	5	2	8	8080	1
47898	1	3	6	5	4	2	8068	1
47899	1	3	6	5	5	9	8084	1
47901	1	3	6	5	7	4	7956	1
47902	1	3	6	5	8	4	7828	1
47903	1	3	6	5	9	4	7572	1
47904	1	3	6	5	10	8	7060	1
47905	1	3	6	5	11	4	6036	1
47906	1	3	6	5	12	4	3988	1
47924	1	3	6	7	2	5	7984	1
47926	1	3	6	7	4	5	7972	1
47927	1	3	6	7	5	4	7956	1
47929	1	3	6	7	7	8	7988	1
47930	1	3	6	7	8	4	7732	1
47931	1	3	6	7	9	12	7476	1
47932	1	3	6	7	10	5	6964	1
47933	1	3	6	7	11	4	5940	1
47934	1	3	6	7	12	4	3892	1
47938	1	3	6	8	2	5	7856	1
47940	1	3	6	8	4	12	7844	1
47941	1	3	6	8	5	12	7828	1
47943	1	3	6	8	7	12	7732	1
47944	1	3	6	8	8	12	7860	1
47945	1	3	6	8	9	12	7348	1
47946	1	3	6	8	10	5	6836	1
47947	1	3	6	8	11	12	5812	1
47948	1	3	6	8	12	4	3764	1
47952	1	3	6	9	2	5	7600	1
47954	1	3	6	9	4	5	7588	1
47955	1	3	6	9	5	4	7572	1
47957	1	3	6	9	7	4	7476	1
47958	1	3	6	9	8	4	7348	1
47959	1	3	6	9	9	4	7604	1
47960	1	3	6	9	10	4	6580	1
47961	1	3	6	9	11	4	5556	1
47962	1	3	6	9	12	2	3508	1
47966	1	3	6	10	2	5	7088	1
47968	1	3	6	10	4	5	7076	1
47969	1	3	6	10	5	12	7060	1
47971	1	3	6	10	7	4	6964	1
47972	1	3	6	10	8	12	6836	1
47973	1	3	6	10	9	12	6580	1
47974	1	3	6	10	10	5	7092	1
47975	1	3	6	10	11	4	5044	1
47976	1	3	6	10	12	4	2996	1
47980	1	3	6	11	2	5	6064	1
47982	1	3	6	11	4	5	6052	1
47983	1	3	6	11	5	10	6036	1
47985	1	3	6	11	7	5	5940	1
47986	1	3	6	11	8	10	5812	1
47987	1	3	6	11	9	12	5556	1
47988	1	3	6	11	10	5	5044	1
47989	1	3	6	11	11	5	6068	1
47990	1	3	6	11	12	10	1972	1
47994	1	3	6	12	2	5	4016	1
47996	1	3	6	12	4	5	4004	1
47997	1	3	6	12	5	4	3988	1
47999	1	3	6	12	7	4	3892	1
48000	1	3	6	12	8	4	3764	1
48001	1	3	6	12	9	4	3508	1
48002	1	3	6	12	10	5	2996	1
48003	1	3	6	12	11	4	1972	1
48004	1	3	6	12	12	4	4020	1
48050	1	3	7	2	2	6	8048	1
48052	1	3	7	2	4	12	8032	1
48053	1	3	7	2	5	12	8016	1
48054	1	3	7	2	6	4	7984	1
48056	1	3	7	2	8	4	7792	1
48057	1	3	7	2	9	12	7536	1
48058	1	3	7	2	10	12	7024	1
48059	1	3	7	2	11	4	6000	1
48060	1	3	7	2	12	4	3952	1
48078	1	3	7	4	2	5	8032	1
48080	1	3	7	4	4	2	8036	1
48081	1	3	7	4	5	2	8004	1
48082	1	3	7	4	6	5	7972	1
48084	1	3	7	4	8	12	7780	1
48085	1	3	7	4	9	5	7524	1
48086	1	3	7	4	10	12	7012	1
48087	1	3	7	4	11	5	5988	1
48088	1	3	7	4	12	5	3940	1
48092	1	3	7	5	2	6	8016	1
48094	1	3	7	5	4	6	8004	1
48095	1	3	7	5	5	6	8020	1
48096	1	3	7	5	6	4	7956	1
48098	1	3	7	5	8	4	7764	1
48099	1	3	7	5	9	8	7508	1
48100	1	3	7	5	10	6	6996	1
48101	1	3	7	5	11	4	5972	1
48102	1	3	7	5	12	4	3924	1
48106	1	3	7	6	2	12	7984	1
48108	1	3	7	6	4	12	7972	1
48109	1	3	7	6	5	4	7956	1
48110	1	3	7	6	6	4	7988	1
48112	1	3	7	6	8	4	7732	1
48113	1	3	7	6	9	12	7476	1
48114	1	3	7	6	10	12	6964	1
48115	1	3	7	6	11	4	5940	1
48116	1	3	7	6	12	4	3892	1
48134	1	3	7	8	2	12	7792	1
48136	1	3	7	8	4	12	7780	1
48137	1	3	7	8	5	6	7764	1
48138	1	3	7	8	6	5	7732	1
48140	1	3	7	8	8	9	7796	1
48141	1	3	7	8	9	6	7284	1
48142	1	3	7	8	10	6	6772	1
48143	1	3	7	8	11	12	5748	1
48144	1	3	7	8	12	6	3700	1
48148	1	3	7	9	2	6	7536	1
48150	1	3	7	9	4	12	7524	1
48151	1	3	7	9	5	6	7508	1
48152	1	3	7	9	6	4	7476	1
48154	1	3	7	9	8	12	7284	1
48155	1	3	7	9	9	6	7540	1
48156	1	3	7	9	10	6	6516	1
48157	1	3	7	9	11	4	5492	1
48158	1	3	7	9	12	4	3444	1
48162	1	3	7	10	2	5	7024	1
48164	1	3	7	10	4	2	7012	1
48165	1	3	7	10	5	4	6996	1
48166	1	3	7	10	6	5	6964	1
48168	1	3	7	10	8	4	6772	1
48169	1	3	7	10	9	5	6516	1
48170	1	3	7	10	10	4	7028	1
48171	1	3	7	10	11	4	4980	1
48172	1	3	7	10	12	4	2932	1
48176	1	3	7	11	2	12	6000	1
48178	1	3	7	11	4	12	5988	1
48179	1	3	7	11	5	4	5972	1
48180	1	3	7	11	6	4	5940	1
48182	1	3	7	11	8	4	5748	1
48183	1	3	7	11	9	6	5492	1
48184	1	3	7	11	10	12	4980	1
48185	1	3	7	11	11	4	6004	1
48186	1	3	7	11	12	4	1908	1
48190	1	3	7	12	2	6	3952	1
48192	1	3	7	12	4	6	3940	1
48193	1	3	7	12	5	6	3924	1
48194	1	3	7	12	6	4	3892	1
48196	1	3	7	12	8	4	3700	1
48197	1	3	7	12	9	4	3444	1
48198	1	3	7	12	10	4	2932	1
48199	1	3	7	12	11	4	1908	1
48200	1	3	7	12	12	4	3956	1
48246	1	3	8	2	2	6	7920	1
48248	1	3	8	2	4	6	7904	1
48249	1	3	8	2	5	6	7888	1
48250	1	3	8	2	6	12	7856	1
48251	1	3	8	2	7	6	7792	1
48253	1	3	8	2	9	12	7408	1
48254	1	3	8	2	10	4	6896	1
48255	1	3	8	2	11	5	5872	1
48256	1	3	8	2	12	4	3824	1
48274	1	3	8	4	2	11	7904	1
48276	1	3	8	4	4	11	7908	1
48277	1	3	8	4	5	7	7876	1
48278	1	3	8	4	6	10	7844	1
48279	1	3	8	4	7	12	7780	1
48281	1	3	8	4	9	12	7396	1
48282	1	3	8	4	10	11	6884	1
48283	1	3	8	4	11	7	5860	1
48284	1	3	8	4	12	7	3812	1
48288	1	3	8	5	2	4	7888	1
48290	1	3	8	5	4	12	7876	1
48291	1	3	8	5	5	4	7892	1
48292	1	3	8	5	6	4	7828	1
48293	1	3	8	5	7	4	7764	1
48295	1	3	8	5	9	12	7380	1
48296	1	3	8	5	10	4	6868	1
48297	1	3	8	5	11	7	5844	1
48298	1	3	8	5	12	7	3796	1
48302	1	3	8	6	2	4	7856	1
48304	1	3	8	6	4	5	7844	1
48305	1	3	8	6	5	4	7828	1
48306	1	3	8	6	6	4	7860	1
48307	1	3	8	6	7	5	7732	1
48309	1	3	8	6	9	12	7348	1
48310	1	3	8	6	10	4	6836	1
48311	1	3	8	6	11	2	5812	1
48312	1	3	8	6	12	7	3764	1
48316	1	3	8	7	2	12	7792	1
48318	1	3	8	7	4	12	7780	1
48319	1	3	8	7	5	12	7764	1
48320	1	3	8	7	6	12	7732	1
48321	1	3	8	7	7	12	7796	1
48323	1	3	8	7	9	12	7284	1
48324	1	3	8	7	10	4	6772	1
48325	1	3	8	7	11	6	5748	1
48326	1	3	8	7	12	4	3700	1
48344	1	3	8	9	2	6	7408	1
48346	1	3	8	9	4	7	7396	1
48347	1	3	8	9	5	7	7380	1
48348	1	3	8	9	6	4	7348	1
48349	1	3	8	9	7	12	7284	1
48351	1	3	8	9	9	12	7412	1
48352	1	3	8	9	10	7	6388	1
48353	1	3	8	9	11	5	5364	1
48354	1	3	8	9	12	7	3316	1
48358	1	3	8	10	2	6	6896	1
48360	1	3	8	10	4	12	6884	1
48361	1	3	8	10	5	7	6868	1
48362	1	3	8	10	6	5	6836	1
48363	1	3	8	10	7	12	6772	1
48365	1	3	8	10	9	12	6388	1
48366	1	3	8	10	10	7	6900	1
48367	1	3	8	10	11	5	4852	1
48368	1	3	8	10	12	7	2804	1
48372	1	3	8	11	2	4	5872	1
48374	1	3	8	11	4	6	5860	1
48375	1	3	8	11	5	7	5844	1
48376	1	3	8	11	6	4	5812	1
48377	1	3	8	11	7	4	5748	1
48379	1	3	8	11	9	6	5364	1
48380	1	3	8	11	10	4	4852	1
48381	1	3	8	11	11	7	5876	1
48382	1	3	8	11	12	4	1780	1
48386	1	3	8	12	2	6	3824	1
48388	1	3	8	12	4	6	3812	1
48389	1	3	8	12	5	6	3796	1
48390	1	3	8	12	6	4	3764	1
48391	1	3	8	12	7	6	3700	1
48393	1	3	8	12	9	6	3316	1
48394	1	3	8	12	10	7	2804	1
48395	1	3	8	12	11	7	1780	1
48396	1	3	8	12	12	4	3828	1
48442	1	3	9	2	2	6	7664	1
48444	1	3	9	2	4	5	7648	1
48445	1	3	9	2	5	6	7632	1
48446	1	3	9	2	6	4	7600	1
48447	1	3	9	2	7	6	7536	1
48448	1	3	9	2	8	7	7408	1
48450	1	3	9	2	10	6	6640	1
48451	1	3	9	2	11	7	5616	1
48452	1	3	9	2	12	6	3568	1
48470	1	3	9	4	2	7	7648	1
48472	1	3	9	4	4	7	7652	1
48473	1	3	9	4	5	7	7620	1
48474	1	3	9	4	6	12	7588	1
48475	1	3	9	4	7	12	7524	1
48476	1	3	9	4	8	7	7396	1
48478	1	3	9	4	10	7	6628	1
48479	1	3	9	4	11	5	5604	1
48480	1	3	9	4	12	7	3556	1
48484	1	3	9	5	2	6	7632	1
48486	1	3	9	5	4	2	7620	1
48487	1	3	9	5	5	6	7636	1
48488	1	3	9	5	6	12	7572	1
48489	1	3	9	5	7	6	7508	1
48490	1	3	9	5	8	12	7380	1
48492	1	3	9	5	10	6	6612	1
48493	1	3	9	5	11	2	5588	1
48494	1	3	9	5	12	7	3540	1
48498	1	3	9	6	2	4	7600	1
48500	1	3	9	6	4	5	7588	1
48501	1	3	9	6	5	7	7572	1
48502	1	3	9	6	6	12	7604	1
48503	1	3	9	6	7	4	7476	1
48504	1	3	9	6	8	11	7348	1
48506	1	3	9	6	10	4	6580	1
48507	1	3	9	6	11	4	5556	1
48508	1	3	9	6	12	4	3508	1
48512	1	3	9	7	2	4	7536	1
48514	1	3	9	7	4	5	7524	1
48515	1	3	9	7	5	4	7508	1
48516	1	3	9	7	6	4	7476	1
48517	1	3	9	7	7	4	7540	1
48518	1	3	9	7	8	12	7284	1
48520	1	3	9	7	10	4	6516	1
48521	1	3	9	7	11	12	5492	1
48522	1	3	9	7	12	4	3444	1
48526	1	3	9	8	2	6	7408	1
48528	1	3	9	8	4	2	7396	1
48529	1	3	9	8	5	12	7380	1
48530	1	3	9	8	6	12	7348	1
48531	1	3	9	8	7	12	7284	1
48532	1	3	9	8	8	6	7412	1
48534	1	3	9	8	10	2	6388	1
48535	1	3	9	8	11	4	5364	1
48536	1	3	9	8	12	6	3316	1
48554	1	3	9	10	2	6	6640	1
48556	1	3	9	10	4	5	6628	1
48557	1	3	9	10	5	6	6612	1
48558	1	3	9	10	6	4	6580	1
48559	1	3	9	10	7	6	6516	1
48560	1	3	9	10	8	12	6388	1
48562	1	3	9	10	10	12	6644	1
48563	1	3	9	10	11	12	4596	1
48564	1	3	9	10	12	4	2548	1
48568	1	3	9	11	2	7	5616	1
48570	1	3	9	11	4	5	5604	1
48571	1	3	9	11	5	7	5588	1
48572	1	3	9	11	6	4	5556	1
48573	1	3	9	11	7	4	5492	1
48574	1	3	9	11	8	5	5364	1
48576	1	3	9	11	10	7	4596	1
48577	1	3	9	11	11	4	5620	1
48578	1	3	9	11	12	4	1524	1
48582	1	3	9	12	2	6	3568	1
48584	1	3	9	12	4	5	3556	1
48585	1	3	9	12	5	6	3540	1
48586	1	3	9	12	6	4	3508	1
48587	1	3	9	12	7	6	3444	1
48588	1	3	9	12	8	5	3316	1
48590	1	3	9	12	10	6	2548	1
48591	1	3	9	12	11	4	1524	1
48592	1	3	9	12	12	6	3572	1
48638	1	3	10	2	2	7	7152	1
48640	1	3	10	2	4	5	7136	1
48641	1	3	10	2	5	8	7120	1
48642	1	3	10	2	6	5	7088	1
48643	1	3	10	2	7	5	7024	1
48644	1	3	10	2	8	5	6896	1
48645	1	3	10	2	9	5	6640	1
48647	1	3	10	2	11	8	5104	1
48648	1	3	10	2	12	5	3056	1
48666	1	3	10	4	2	6	7136	1
48668	1	3	10	4	4	7	7140	1
48669	1	3	10	4	5	6	7108	1
48670	1	3	10	4	6	7	7076	1
48671	1	3	10	4	7	6	7012	1
48672	1	3	10	4	8	6	6884	1
48673	1	3	10	4	9	7	6628	1
48675	1	3	10	4	11	2	5092	1
48676	1	3	10	4	12	7	3044	1
48680	1	3	10	5	2	6	7120	1
48682	1	3	10	5	4	7	7108	1
48683	1	3	10	5	5	6	7124	1
48684	1	3	10	5	6	7	7060	1
48685	1	3	10	5	7	6	6996	1
48686	1	3	10	5	8	6	6868	1
48687	1	3	10	5	9	7	6612	1
48689	1	3	10	5	11	7	5076	1
48690	1	3	10	5	12	6	3028	1
48694	1	3	10	6	2	5	7088	1
48696	1	3	10	6	4	7	7076	1
48697	1	3	10	6	5	8	7060	1
48698	1	3	10	6	6	5	7092	1
48699	1	3	10	6	7	5	6964	1
48700	1	3	10	6	8	5	6836	1
48701	1	3	10	6	9	5	6580	1
48703	1	3	10	6	11	7	5044	1
48704	1	3	10	6	12	5	2996	1
48708	1	3	10	7	2	6	7024	1
48710	1	3	10	7	4	6	7012	1
48711	1	3	10	7	5	6	6996	1
48712	1	3	10	7	6	12	6964	1
48713	1	3	10	7	7	9	7028	1
48714	1	3	10	7	8	12	6772	1
48715	1	3	10	7	9	12	6516	1
48717	1	3	10	7	11	2	4980	1
48718	1	3	10	7	12	4	2932	1
48722	1	3	10	8	2	9	6896	1
48724	1	3	10	8	4	6	6884	1
48725	1	3	10	8	5	6	6868	1
48726	1	3	10	8	6	12	6836	1
48727	1	3	10	8	7	9	6772	1
48728	1	3	10	8	8	6	6900	1
48729	1	3	10	8	9	7	6388	1
48731	1	3	10	8	11	2	4852	1
48732	1	3	10	8	12	6	2804	1
48736	1	3	10	9	2	7	6640	1
48738	1	3	10	9	4	7	6628	1
48739	1	3	10	9	5	6	6612	1
48740	1	3	10	9	6	5	6580	1
48741	1	3	10	9	7	4	6516	1
